,time,summary,title,trend
93,2019-12-23,"['...for', 'an', 'overhaul', 'of', 'the', 'political', 'system,', 'instead', 'pushing', 'through', 'presidential', 'elections', 'earlier', 'this', 'month', 'that', 'were...']","['Algeria’s', 'powerful', 'army', 'chief', 'Ahmed', 'Gaid', 'Salah', 'dies']",UP
94,2019-12-23,"['...make', 'the', 'BJP’s', 'life', 'more', 'complicated,', 'now', 'they', 'have', 'been', 'on', 'a', 'losing', 'streak', 'of', 'state', 'elections.”', 'Following', 'its', 'thumping...']","['Voters', 'turn', 'on', 'India’s', 'ruling', 'party', 'over', 'Hindu-first', 'agenda']",UP
95,2019-12-23,"['...array', 'of', 'tools', 'to', 'demonstrate', 'support', 'and', 'so', 'raise', 'the', 'pressure', 'on', 'Mr', 'Johnson.', 'Elections', 'to', 'the', 'Scottish', 'parliament', 'in...']","['Boris', 'Johnson', 'faces', 'a', 'battle', 'to', 'save', 'the', 'union']",UP
96,2019-12-23,"['...elections,', 'paving', 'a', 'path', 'for', 'Mr', 'Fernández’s', 'victory', 'two', 'months', 'later.', 'Argentina’s', 'assets', 'faced', 'a', 'drubbing.', 'Some', 'of', 'the...']","['The', 'big', 'market', 'moments', 'of', '2019']",UP
97,2019-12-23,"['Global', 'stocks', 'remained', 'close', 'to', 'record', 'highs', 'as', 'trading', 'dwindled', 'in', 'the', 'run-up', 'to', 'the', 'Christmas', 'holidays', 'and', 'some...']","['Stocks', 'near', 'year’s', 'end', 'on', 'high', 'note', 'while', 'pound', 'drops']",UP
98,2019-12-23,"['...valuation', 'is', 'a', 'danger', 'for', 'anyone', 'who', 'opines', 'on', 'stocks.', 'If', 'you', 'benchmark', 'everything', 'against', 'multiples', 'of', 'next...']","['Ocado:', 'the', 'self-preservation', 'society']",UP
99,2019-12-20,"['...British', 'name', 'for', 'the', 'Volkswagen', 'Type', '2,', 'launched', 'in', '1950?', 'What', 'was', 'the', 'last', 'word', 'of', 'Winston', 'Churchill’s', 'House', 'of', 'Commons...']","['FT', 'Weekend', 'Quiz:', 'Andy', 'Murray,', 'Winston', 'Churchill', 'and', 'Charlton', 'Athletic']",UP
100,2019-12-20,"['...propelling', 'Ocado.', 'We', 'think', 'very', 'large', 'car', 'companies', 'such', 'as', 'Toyota', 'and', 'Volkswagen', 'are', 'over-discounted,', 'and', 'that', 'activists...']","['Where', 'to', 'invest', 'in', '2020']",UP
101,2019-12-20,"['An', 'Australian', 'court', 'has', 'ordered', 'Volkswagen', 'to', 'pay', 'a', 'record', 'fine', 'for', 'breaking', 'consumer', 'law', 'by', 'making', 'false...']","['Australian', 'court', 'hits', 'Volkswagen', 'with', 'record', 'emissions', 'fine']",UP
102,2019-12-20,"['...electronics', 'need', 'retesting,', 'and', 'its', 'engine', 'must', 'be', 'turned', 'over.', 'Much', 'like', 'one', 'of', 'the', 'cars', 'at', 'Renton,', 'one...']","['Aviation:', 'Boeing', 'parks', 'its', '737', 'aspirations']",UP
103,2019-12-20,"['...aggressively,', 'leveraging', 'relationships', 'from', 'his', 'days', 'at', 'Yonsei', 'University,', 'to', 'move', 'into', 'light', 'manufacturing', 'and', 'then...']","['Daewoo', 'founder', 'stood', 'for', 'Korea’s', 'best', 'and', 'worst']",UP
104,2019-12-20,"['...Technologies,', 'a', 'digital', 'map', 'provider', 'for', 'self-driving', 'cars,', 'in', 'an', 'attempt', 'to', 'compete', 'against', 'Silicon', 'Valley', 'in...']","['Mitsubishi', 'and', 'NTT', 'to', 'buy', '30%', 'of', 'self-driving', 'mapping', 'company', 'Here']",UP
105,2019-12-20,"['...old', 'bicycles', 'out', 'of', 'their', 'cellars,', 'sharing', 'cars', 'to', 'commute', 'or', 'walking', 'to', 'work', 'and', 'joking', 'that', 'Mr', 'Macron’s', 'political', 'party...']","['Paris', 'bears', 'brunt', 'of', 'strikes', 'as', 'customers', 'skip', 'shops', 'and', 'theatres']",UP
106,2019-12-20,"['...across', 'the', 'year', 'in', 'the', 'US,', 'just', '30', 'cents', 'are', 'attributable', 'to', 'Christmas', 'retail', 'spending.', 'Our', 'cars', 'and', 'our', 'homes', 'cost', 'much...']","['Commercialising', 'Christmas', 'has', 'a', 'long', 'and', 'complicated', 'history']",UP
107,2019-12-20,"['...collection', 'of', 'cars', 'and', 'horses.', 'His', 'own', 'family', 'seems', 'run-of-the-mill', 'by', 'comparison,', 'Jay’s', 'massive', 'white', 'home', 'like', 'a', '“gilded...']","['Suncatcher', 'by', 'Romesh', 'Gunesekera', '—', 'a', 'tale', 'of', 'innocence']",UP
108,2019-12-20,"['...interesting', 'and', 'frequently', 'funny.', 'Howlers;', 'incongruities;', 'anachronisms.', '(Check', 'out', 'the', 'moving', 'cars', 'in', 'the', 'background', 'of', 'a...']","['My', '50', 'years', 'as', 'a', 'film', 'critic']",UP
109,2019-12-20,"['...ranging', 'from', 'fine', 'art', 'and', 'classic', 'cars', 'to', 'cryptocurrencies.', 'And', 'even', 'if', 'wine', 'trades', 'do', 'badly,', 'there', 'are', 'consolations...']","['Grape', 'expectations:', 'Investors', 'rediscover', 'a', 'taste', 'for', 'fine', 'wine']",UP
110,2019-12-20,"['...in', '2015', 'that', 'Volkswagen', 'had', 'installed', 'software', 'on', 'its', 'cars', 'that', 'deceived', 'diesel', 'emissions', 'tests.', '“Volkswagen’s', 'conduct...']","['Australian', 'court', 'hits', 'Volkswagen', 'with', 'record', 'emissions', 'fine']",UP
111,2019-12-20,"['...Sidra', 'once', 'lived.', 'She', 'appears', 'to', 'channel', 'him', 'through', 'a', 'perfume', 'bottle', 'filled', 'with', 'petrol', '—', 'an', 'image', 'as', 'sinister', 'as', 'it...']","['Nudibranch', 'by', 'Irenosen', 'Okojie', '—', 'poignant', 'and', 'disturbing']",UP
112,2019-12-20,"['...cent', 'to', 'a', 'litre', 'of', 'petrol', 'in', 'the', 'UK,', 'and', 'will', 'be', 'within', 'the', 'range', 'of', 'normal', 'price', 'fluctuations', 'that', 'consumers', 'just', 'accept...']","['Letter:', 'Consider', 'higher', 'carbon', 'taxes', 'to', 'change', 'human', 'behaviour']",UP
113,2019-12-20,"['...representations', 'about', 'the', 'compliance', 'of', 'its', 'vehicles', 'with', 'diesel', 'emissions', 'standards.', 'The', 'A$125m', '($86m)', 'fine...']","['Australian', 'court', 'hits', 'Volkswagen', 'with', 'record', 'emissions', 'fine']",UP
114,2019-12-20,"['It', 'has', 'been', 'getting', 'harder', 'for', 'staff', 'to', 'find', 'parking', 'spaces', 'at', 'Boeing’s', 'Renton', 'plant', 'outside', 'Seattle.', 'For', 'much', 'of', 'this...']","['Aviation:', 'Boeing', 'parks', 'its', '737', 'aspirations']",UP
115,2019-12-20,"['...profits.HOLD:', 'FirstGroup', '(FGP)FirstGroup', 'is', 'operating', 'in', 'difficult', 'markets', 'and', 'the', 'transport', 'group', 'may', 'not', 'secure', 'a...']","['Investors', 'Chronicle:', 'Chemring,', 'Aston', 'Martin,', 'FirstGroup']",UP
116,2019-12-20,"['Boeing’s', 'unmanned', 'Starliner', 'capsule', 'failed', 'to', 'reach', 'the', 'International', 'Space', 'Station', 'on', 'its', 'test', 'flight', 'on', 'Friday', 'because...']","['Boeing', 'blow', 'as', 'Starliner', 'fails', 'to', 'reach', 'space', 'station']",UP
117,2019-12-20,"['....', 'Louise', 'Bennett', 'fronts', 'a', 'jazz', 'band', 'on', '“Bongo', 'Man”.', 'Lili', 'Verona', 'offers', 'advice', 'on', 'navigating', 'London’s', 'public', 'transport', 'on...']","['Various', 'Artists/Lord', 'Kitchener:', 'London', 'is', 'the', 'Place', 'for', 'Me,', 'vols', '7', 'and', '8', '—', 'cool', 'Windrush', 'calypso']",UP
118,2019-12-20,"['...Emmanuel', 'Macron’s', 'pension', 'reform', 'plan', 'enter', 'their', 'third', 'week,', 'daily', 'disruption', 'of', 'the', 'French', 'capital’s', 'transport...']","['FirstFT:', 'Today’s', 'top', 'stories']",UP
119,2019-12-20,"['Boeing', 'needs', 'more', 'oversight', 'from', 'international', 'regulators,', 'according', 'to', 'the', 'EU’s', 'aviation', 'safety', 'chief,', 'after', 'weaknesses...']","['European', 'safety', 'chief', 'seeks', 'more', 'oversight', 'of', 'Boeing']",UP
120,2019-12-20,"['...deeper', 'is', 'going', 'on.', 'From', 'corporate', 'capitalism', 'to', 'housing,', 'from', 'climate', 'change', 'to', 'transport,', 'Labour’s', 'ideas', 'are', 'framing...']","['Maybe', 'Corbyn', 'was', 'right', 'and', 'Labour', '‘won', 'the', 'argument’', 'after', 'all?']",UP
121,2019-12-20,"['...Ó', 'Méalóid,', 'manager', 'of', 'Cape', 'Clear', 'co-op.', 'The', 'co-op,', 'an', 'investor', 'in', 'the', 'distillery,', 'provides', 'transport', 'and', 'fuel', 'services...']","['Ireland’s', 'remote', 'islands', 'hope', 'for', 'a', 'tonic', 'from', 'gin']",UP
122,2019-12-20,"['...week,', 'the', 'daily', 'disruption', 'of', 'the', 'French', 'capital’s', 'transport', 'networks', 'is', 'taking', 'its', 'toll', 'on', 'hotels,', 'restaurants', 'and...']","['Paris', 'bears', 'brunt', 'of', 'strikes', 'as', 'customers', 'skip', 'shops', 'and', 'theatres']",UP
123,2019-12-20,"['Travis', 'Kalanick', 'has', 'sold', 'the', 'vast', 'majority', 'of', 'his', 'stake', 'in', 'Uber,', 'liquidating', 'more', 'than', '$2.5bn', 'worth', 'of', 'stock', 'in', 'less...']","['Travis', 'Kalanick', 'on', 'course', 'to', 'sell', 'out', 'of', 'Uber']",UP
124,2019-12-20,"['...armoured', 'vehicles,', 'Gen', 'Haftar', 'has', 'been', 'supported', 'by', 'Egypt,', 'the', 'UAE,', 'France', 'and', 'Russia.', 'The', 'UAE', 'has', 'provided', 'sophisticated...']","['Violence', 'escalates', 'in', 'Libya', 'following', 'Turkey', 'pledge']",UP
125,2019-12-20,"['...competitor', 'to', 'Google', 'in', 'providing', 'the', 'high-definition', '3D', 'maps', 'which', 'will', 'be', 'crucial', 'in', 'ensuring', 'that', 'autonomous', 'vehicles...']","['Mitsubishi', 'and', 'NTT', 'to', 'buy', '30%', 'of', 'self-driving', 'mapping', 'company', 'Here']",UP
126,2019-12-20,"['...tax-efficient', 'savings', 'vehicles', 'are', 'available', 'and', 'can', 'they', 'use', 'them?', 'She', 'notes', 'that', 'an', 'interesting', 'statistic', 'underlining...']","['Your', 'financial', 'mid-life', 'MOT:', 'is', 'it', 'time', 'for', 'a', 'tune-up?']",UP
127,2019-12-20,"['...-purpose', 'vehicles,', 'according', 'to', 'people', 'familiar', 'with', 'the', 'matter.', 'Draft', 'deal', 'documents', 'seen', 'by', 'the', 'Financial', 'Times', 'and...']","['NMC', 'held', 'talks', 'to', 'raise', '€200m', 'in', 'off-balance', 'sheet', 'debt', 'to', 'fund', 'growth']",UP
128,2019-12-20,"['...vehicles', 'were', 'set', 'alight,', 'while', 'police', 'used', 'water', 'cannon', 'and', 'batons', 'to', 'push', 'them', 'back.', 'As', 'anger', 'has', 'erupted', 'across', 'India...']","['Thousands', 'demonstrate', 'at', 'Delhi', 'mosque', 'in', 'defiance', 'of', 'ban', 'on', 'protests']",UP
129,2019-12-20,"['...manages', 'is', 'committed', 'to', 'vehicles', 'that', 'lend', 'to', 'companies', 'not', 'facing', 'big', 'difficulties.', '“I', 'don’t', 'think', '[it]...']","['Blackstone’s', 'GSO', 'wrestles', 'with', 'its', 'future']",UP
130,2019-12-20,"['...we', 'do', 'deliver,', 'we', 'hope', 'in', 'future', 'this', 'can', 'be', 'done', 'with', 'electric', 'vehicles.', 'The', 'trees', 'come', 'from', 'a', 'farm', 'in', 'the', 'West', 'Country...']","['The', 'people', 'bringing', 'us', 'a', 'sustainable', 'Christmas']",UP
131,2019-12-20,"['...representations', 'about', 'the', 'compliance', 'of', 'its', 'vehicles', 'with', 'diesel', 'emissions', 'standards.', 'The', 'A$125m', '($86m)', 'fine...']","['Australian', 'court', 'hits', 'Volkswagen', 'with', 'record', 'emissions', 'fine']",UP
132,2019-12-20,"['...level', 'in', '30', 'years.', 'German', 'business', 'confidence', 'has', 'descended', 'into', 'deep', 'gloom.', 'But', 'despite', 'all', 'of', 'this', 'there', 'has', 'been', 'some...']","['Corporate', 'year', 'in', 'review:', 'deals,', 'drama,', 'spies', 'and', 'successes']",UP
133,2019-12-20,"['...services.', 'Here,', 'which', 'was', 'acquired', 'from', 'Nokia', 'by', 'German', 'carmakers', 'BMW,', 'Audi', 'and', 'Daimler', 'for', '€2.8bn', 'in', '2015,', 'is', 'the', 'main...']","['Mitsubishi', 'and', 'NTT', 'to', 'buy', '30%', 'of', 'self-driving', 'mapping', 'company', 'Here']",UP
134,2019-12-20,"['...ramble', 'that', 'underlay', 'German', 'writer', 'W', 'G', 'Sebald’s', '1995', 'novel', 'The', 'Rings', 'of', 'Saturn.', 'Thus', 'inspired,', 'Downes', 'conjures', 'spectral...']","['Kit', 'Downes:', 'Dreamlife', 'of', 'Debris', '—', 'spectral', 'soundscapes']",UP
135,2019-12-20,"['...—', 'Erzgebirge', 'in', 'German', '—', 'on', 'Germany’s', 'southeastern', 'border', 'with', 'the', 'Czech', 'Republic,', 'and', 'in', 'particular', 'the...']","['The', 'real', 'Santa’s', 'workshop']",UP
136,2019-12-20,"['Senior', 'German', 'bosses', 'have', 'questioned', 'the', 'commitment', 'of', 'US', 'executives', 'to', 'dropping', 'their', 'longstanding', '“shareholder-first...']","['German', 'bosses', 'question', 'US', 'pledges', 'on', 'corporate', 'reform']",UP
137,2019-12-20,"['...they', 'are', 'at', 'risk', 'of', 'falling', 'into', 'poverty,', 'in', 'a', 'case', 'brought', 'by', 'an', 'employee', 'of', 'a', 'German', 'company,', 'known', 'as', 'PSV', 'v', 'Gunther...']","['Pension', 'Protection', 'Fund', 'rejects', 'fears', 'of', 'funding', 'crisis', 'after', 'ruling']",UP
138,2019-12-20,"['A', 'Christian', 'Democrat', 'official', 'whose', 'ties', 'to', 'the', 'far-right', 'plunged', 'the', 'ruling', 'coalition', 'in', 'the', 'east', 'German', 'state', 'of...']","['German', 'CDU', 'member', 'resigns', 'over', 'far-right', 'links']",UP
139,2019-12-20,"['....”', 'FT', 'Series:', 'The', 'responsible', 'capitalists', 'How', 'asset', 'managers', 'turned', 'into', 'business', 'agitators', 'German', 'bosses', 'question', 'US...']","['The', 'year', 'capitalism', 'went', 'cuddly']",UP
140,2019-12-20,"['...”', 'films', 'try', 'to', 'say', 'and', 'fail.', 'HARD', 'TO', 'BE', 'A', 'GOD', '(2013)', 'Russia’s', 'Alexei', 'German', 'Jr', 'finished', 'his', 'father’s', '13-year', 'project:', 'a...']","['Five', 'decades,', '25', 'films', '—', 'Nigel', 'Andrews’', 'favourites']",UP
141,2019-12-20,"['...investigated', 'by', 'the', 'competition', 'watchdog.', '“Dieselgate”', 'has', 'cost', 'the', 'German', 'carmaker', 'more', 'than', '$30bn', 'after', 'it', 'was', 'revealed...']","['Australian', 'court', 'hits', 'Volkswagen', 'with', 'record', 'emissions', 'fine']",UP
142,2019-12-20,"['....', 'The', 'protests', 'have', 'broken', 'that', 'fear.”', 'The', 'explosion', 'of', 'long', 'simmering', 'anger', 'comes', 'as', 'the', 'economy', 'is', 'experiencing', 'its...']","['India’s', 'youth', 'voice', 'anger', 'at', 'Modi’s', 'citizenship', 'law']",UP
143,2019-12-20,"['...spending', 'into', 'an', 'economy', 'that', 'didn’t', 'seem', 'to', 'need', 'it.', 'Democrats', 'gave', 'them', 'the', 'votes', 'to', 'do', 'it.', 'Most', 'macroeconomists...']","['The', 'economy', 'is', 'king', 'in', 'Donald', 'Trump’s', 're-election', 'bid']",UP
144,2019-12-20,"['...Conservative', 'visions', 'of', 'our', 'economy.', 'Any', 'question', 'about', 'whether', 'Brexit', 'goes', 'ahead', 'has', 'been', 'closed.”', 'The', 'WAB...']","['Boris', 'Johnson’s', 'bill', 'victory', 'breaks', 'Brexit', 'gridlock']",UP
145,2019-12-20,"['...Thursday', 'slashed', 'the', 'benchmark', 'policy', 'rate', 'from', '63', 'per', 'cent', 'to', '58', 'per', 'cent', 'in', 'an', 'attempt', 'to', 'revitalise', 'the', 'economy....']","['Argentina', 'delays', 'payments', 'on', '$9bn', 'in', 'dollar-denominated', 'debt']",UP
146,2019-12-20,"['US', 'stocks', 'capped', 'the', 'week', 'with', 'gains', 'on', 'Friday,', 'as', 'optimism', 'over', 'the', 'economy', 'and', 'trade', 'continued', 'to', 'fuel', 'a', 'record...']","['Wall', 'Street', 'adds', 'to', 'record', 'run']",UP
147,2019-12-20,"['The', 'government', 'has', 'been', 'forced', 'to', 'back', 'down', 'over', 'its', '“loan', 'charge”,', 'rewinding', 'plans', 'to', 'force', 'tens', 'of', 'thousands', 'of...']","['Thousands', 'of', 'UK', 'taxpayers', 'face', 'lower', 'bills', 'after', '‘loan', 'charge’', 'ruling']",UP
148,2019-12-20,"['In', '2020,', 'we', 'mark', 'the', '15th', 'year', 'that', 'the', 'Financial', 'Times', 'and', 'RSG', 'Consulting,', 'its', 'research', 'partner,', 'have', 'been', 'publishing...']","['FT', 'Asia-Pacific', 'Innovative', 'Lawyers', '2020', 'open', 'for', 'submissions']",UP
149,2019-12-20,"['...among', 'independent', 'voters.', 'Mr', 'Trump', 'is', 'relying', 'on', 'the', 'strong', 'economy', 'to', 'help', 'win', 're-election,', 'and', 'hopes', 'that...']","['Trump', 'tries', 'to', 'spin', 'impeachment', 'into', 're-election', 'gold']",UP
150,2019-12-20,"['...likes', 'of', 'JPMorgan', 'Chase', 'and', 'Bank', 'of', 'America', 'posted', 'more', 'record', 'profits', 'as', 'the', 'US', 'economy', 'kept', 'humming.', 'Goldman', 'Sachs...']","['Corporate', 'year', 'in', 'review:', 'deals,', 'drama,', 'spies', 'and', 'successes']",UP
151,2019-12-20,"['...proactive', 'and', 'dynamic', 'in', 'identifying', 'and', 'mitigating', 'the', 'risks', 'to', 'the', 'economy', 'and', 'keeping', 'the', 'financial', 'system', 'stable.', 'He...']","['New', 'Bank', 'of', 'England', 'governor', 'offers', 'stability']",UP
152,2019-12-20,"['The', 'Chinese', 'developer', 'that', 'owns', 'the', '“Cheesegrater”', 'skyscraper', 'has', 'bought', 'a', 'stake', 'in', 'a', 'new', '£1.25bn', 'London', 'property...']","['CC', 'Land', 'and', 'Meyer', 'Bergman', 'invest', 'in', '£1.25bn', 'London', 'property']",UP
153,2019-12-20,"['Ben', 'Wallace,', 'defence', 'secretary,', 'has', 'confirmed', 'that', 'the', 'British', 'armed', 'forces', 'face', 'a', 'funding', 'crisis', 'that', 'threatens', 'to...']","['UK', 'defence', 'minister', 'says', 'military', 'faces', 'shortfall']",UP
154,2019-12-20,"['...barometer', 'for', 'the', 'UK', 'economy', 'than', 'its', 'larger', 'cousin', '—', 'has', 'added', '4', 'per', 'cent.', 'This', 'carries', 'echoes', 'of', 'a', 'global...']","['So', 'what', 'happened', 'to', 'Boris', 'bounce', 'in', 'markets?']",UP
155,2019-12-20,"['...economy”.', 'The', 'appointment', 'means', 'the', 'FCA', 'will', 'be', 'without', 'a', 'chief', 'executive', 'at', 'a', 'crucial', 'time', 'as', 'the', 'UK', 'is', 'set', 'to', 'leave', 'the...']","['Andrew', 'Bailey', 'wins', 'race', 'to', 'become', 'Bank', 'of', 'England', 'governor']",UP
156,2019-12-20,"['...says', 'this', 'loss', 'of', 'revenue', 'will', 'be', 'offset', 'by', 'higher', 'economic', 'growth', 'and', 'a', 'clampdown', 'on', 'tax', 'evasion.', 'Colombia’s', 'economy...']","['Colombia', 'approves', 'tax', 'reforms', 'despite', 'protests']",UP
157,2019-12-20,"['...for', 'all', 'sorts', 'of', 'goods,', 'while', 'the', 'Chinese', 'created', 'a', 'manufacturing', 'economy', 'that', 'lifted', 'hundreds', 'of', 'millions', 'of', 'people', 'out...']","['Year', 'in', 'a', 'word:', 'Decoupling']",UP
158,2019-12-20,"['...instead', 'of', 'straightforward', 'analysis', 'of', 'what', 'the', 'real', 'economy', 'is', 'doing.And', 'I', 'must', 'confess,', 'I', 'think', 'it’s...']","['Alphaville:', 'the', 'best', 'of', 'the', '2010s']",UP
159,2019-12-20,"['...loans', 'into', 'a', 'symbol', 'of', 'what', 'was', 'wrong', 'with', 'the', 'country’s', 'economy', 'Kim’s', 'death', 'this', 'month', 'at', 'the', 'age', 'of', '82', 'has', 'reignited...']","['Daewoo', 'founder', 'stood', 'for', 'Korea’s', 'best', 'and', 'worst']",UP
160,2019-12-20,"['...the', 'global', 'digital', 'economy.', 'There', 'is', 'currently', 'no', 'single', 'industry', 'standard', 'for', 'mapping', 'technologies', 'for', 'self-driving...']","['Mitsubishi', 'and', 'NTT', 'to', 'buy', '30%', 'of', 'self-driving', 'mapping', 'company', 'Here']",UP
