Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN NUMBER,Industry,Instrument
532033,,JAINSTUDIO,JAIN STUDIOS LTD.,Active,Z ,10.0,INE486B01011,Broadcasting & Cable TV,Equity
532051,,SWELECTES,Swelect Energy Systems Limited-$,Active,T ,10.0,INE409B01013,Heavy Electrical Equipment,Equity
532054,,KDDL,KDDL LTD.-$,Active,B ,10.0,INE291D01011,Other Apparels & Accessories,Equity
532081,,KSERASERA,KSS Limited-$,Active,T ,1.0,INE216D01026,Movies & Entertainment,Equity
532097,,MUKANDENGG,MUKAND ENGINEERS LTD.,Active,B ,10.0,INE022B01014,Construction & Engineering,Equity
532123,,BSELINFRA,BSEL INFRASTRUCTURE REALTY LTD.,Active,B ,10.0,INE395A01016,Realty,Equity
532129,,HEXAWARE,HEXAWARE TECHNOLOGIES LTD.,Active,A ,2.0,INE093A01033,IT Consulting & Software,Equity
532134,,BANKBARODA,BANK OF BARODA,Active,A ,2.0,INE028A01039,Banks,Equity
532141,,ANDHRACEMT,ANDHRA CEMENTS LTD.,Active,B ,10.0,INE666E01012,Cement & Cement Products,Equity
532143,,SKMEGGPROD,SKM EGG PRODUCTS EXPORT (INDIA) LTD.,Active,B ,10.0,INE411D01015,Other Food Products,Equity
532144,,WELCORP,Welspun Corp Limited,Active,A ,5.0,INE191B01025,Construction & Engineering,Equity
532149,,BANKINDIA,BANK OF INDIA,Active,A ,10.0,INE084A01016,Banks,Equity
532150,,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Active,B ,10.0,INE681B01017,Healthcare Facilities,Equity
532155,,GAIL,GAIL (INDIA) LTD.,Active,A ,10.0,INE129A01019,Utilities:Non-Elec.,Equity
532156,,VAIBHAVGBL,Vaibhav Global Ltd,Active,A ,10.0,INE884A01019,Other Apparels & Accessories,Equity
532162,,JKPAPER*,JK PAPER LTD.,Active,B ,10.0,INE789E01012,Paper & Paper Products,Equity
532163,,SAREGAMA,SAREGAMA INDIA LTD.,Active,B ,10.0,INE979A01017,Movies & Entertainment,Equity
532172,,ADROITINFO,Adroit Infotech Ltd,Active,B ,10.0,INE737B01033,IT Consulting & Software,Equity
532173,,CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD.,Active,B ,10.0,INE214A01019,IT Software Products,Equity
532174,,ICICIBANK,ICICI BANK LTD.,Active,A ,2.0,INE090A01021,Banks,Equity
532175,,CYIENT,Cyient Limited,Active,A ,5.0,INE136B01020,IT Consulting & Software,Equity
532178,,ENGINERSIN,ENGINEERS INDIA LTD.,Active,A ,5.0,INE510A01028,Consulting Services,Equity
532180,,DHANBANK,Dhanlaxmi Bank Limited,Active,B ,10.0,INE680A01011,Banks,Equity
532181,,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Active,A ,2.0,INE131A01031,Coal,Equity
532187,,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10.0,INE095A01012,Banks,Equity
532189,,ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD.,Active,A ,10.0,INE353K01014,Hotels,Equity
532209,,J&KBANK,JAMMU & KASHMIR BANK LTD.,Active,A ,1.0,INE168A01041,Banks,Equity
532210,,CUB,CITY UNION BANK LTD.,Active,A ,1.0,INE491A01021,Banks,Equity
532212,,ARCHIES,ARCHIES LTD.,Active,B ,2.0,INE731A01020,Gift Articles-Toys & Cards ,Equity
532215,,AXISBANK,AXIS BANK LTD.,Active,A ,2.0,INE238A01034,Banks,Equity
532216,,HBSTOCK,HB STOCKHOLDINGS LTD.,Active,B ,10.0,INE550B01022,Finance (including NBFCs),Equity
532218,,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1.0,INE683A01023,Banks,Equity
532219,,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD.,Active,B ,10.0,INE306C01019,Electric Utilities,Equity
532221,,SONATSOFTW,SONATA SOFTWARE LTD.,Active,A ,1.0,INE269A01021,IT Consulting & Software,Equity
532234,,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A ,5.0,INE139A01034,Aluminium,Equity
532240,,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,Active,B ,5.0,INE092B01025,Auto Parts & Equipment,Equity
532256,,NSIL,NALWA SONS INVESTMENTS LTD.,Active,B ,10.0,INE023A01030,Finance (including NBFCs),Equity
532259,,APARINDS,APAR INDUSTRIES LTD.,Active,B ,10.0,INE372A01015,Other Elect.Equip./ Prod.,Equity
532268,,ACCELYA,Accelya Solutions India Ltd,Active,B ,10.0,INE793A01012,IT Consulting & Software,Equity
532281,,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A ,2.0,INE860A01027,IT Consulting & Software,Equity
532282,,CASTEXTECH,Castex Technologies Ltd-$,Active,T ,2.0,INE068D01021,Auto Parts & Equipment,Equity
532285,,GEOJITFSL,Geojit Financial Services Ltd,Active,B ,1.0,INE007B01023,Other Financial Services,Equity
532286,,JINDALSTEL,JINDAL STEEL & POWER LTD.,Active,A ,1.0,INE749A01030,Iron & Steel/Interm.Products,Equity
532290,,BLBLIMITED,BLB LTD.,Active,T ,1.0,INE791A01024,Other Financial Services,Equity
532296,,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Active,A ,1.0,INE935A01035,Pharmaceuticals,Equity
532300,,WOCKPHARMA,WOCKHARDT LTD.,Active,A ,5.0,INE049B01025,Pharmaceuticals,Equity
532301,,TATACOFFEE,TATA COFFEE LTD.,Active,A ,1.0,INE493A01027,Tea & Coffee,Equity
532305,,INDSWFTLAB,IND-SWIFT LABORATORIES LTD.,Active,B ,10.0,INE915B01019,Pharmaceuticals,Equity
532307,,MELSTAR,MELSTAR INFORMATION TECHNOLOGIES LTD.,Active,Z ,10.0,INE817A01019,IT Software Products,Equity
532309,,GEPIL,GE Power India Ltd,Active,A ,10.0,INE878A01011,Heavy Electrical Equipment,Equity
532310,,SHREERAMA,SHREE RAMA MULTI-TECH LTD.,Active,B ,5.0,INE879A01019,Containers & Packaging,Equity
532313,,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Active,A ,10.0,INE813A01018,Realty,Equity
532321,,CADILAHC,CADILA HEALTHCARE LTD.,Active,A ,1.0,INE010B01027,Pharmaceuticals,Equity
532324,,CINEVISTA,CINEVISTA LTD.,Active,T ,2.0,INE039B01026,Movies & Entertainment,Equity
532326,,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,Active,B ,2.0,INE781A01025,IT Software Products,Equity
532331,,AJANTPHARM,AJANTA PHARMA LTD.,Active,A ,2.0,INE031B01049,Pharmaceuticals,Equity
532339,,COMPUSOFT,COMPUCOM SOFTWARE LTD.-$,Active,B ,2.0,INE453B01029,IT Training Services,Equity
532341,,IZMO,IZMO Limited-$,Active,B ,10.0,INE848A01014,IT Consulting & Software,Equity
532343,,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A ,1.0,INE494B01023,2/3 Wheelers,Equity
532345,,GATI,GATI LTD.,Active,B ,2.0,INE152B01027,Transportation - Logistics,Equity
532348,,SUBEX,SUBEX LTD.,Active,B ,10.0,INE754A01014,IT Software Products,Equity
532349,,TCI,TRANSPORT CORPORATION OF INDIA LTD.,Active,B ,2.0,INE688A01022,Surface Transportation,Equity
532351,,AKSHOPTFBR,AKSH OPTIFIBRE LTD.,Active,B ,5.0,INE523B01011,Telecom Cables,Equity
532356,,TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.,Active,B ,1.0,INE256C01024,Sugar,Equity
532357,,MUKTAARTS,MUKTA ARTS LTD.,Active,B ,5.0,INE374B01019,Movies & Entertainment,Equity
532365,,DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD.,Active,B ,10.0,INE417B01040,IT Consulting & Software,Equity
532366,,PNBGILTS,PNB GILTS LTD.,Active,B ,10.0,INE859A01011,Finance (including NBFCs),Equity
532368,,BCG,Brightcom Group Ltd,Active,B ,2.0,INE425B01027,IT Software Products,Equity
532369,,RAMCOIND,RAMCO INDUSTRIES LTD.,Active,B ,1.0,INE614A01028,Construction Materials,Equity
532370,,RAMCOSYS,RAMCO SYSTEMS LTD.,Active,B ,10.0,INE246B01019,IT Consulting & Software,Equity
532371,,TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,Active,B ,10.0,INE517B01013,Telecom Services,Equity
532374,,STRTECH,STERLITE TECHNOLOGIES LTD.,Active,A ,2.0,INE089C01029,Other Telecom Services,Equity
532375,,TIPSINDLTD,TIPS INDUSTRIES LTD.,Active,B ,10.0,INE716B01011,Movies & Entertainment,Equity
532376,,MRO-TEK,MRO-TEK Realty Ltd,Active,B ,5.0,INE398B01018,Telecom Equipment,Equity
532382,,BALAJITELE,BALAJI TELEFILMS LTD.,Active,B ,2.0,INE794B01026,Broadcasting & Cable TV,Equity
532386,,CALSOFT,CALIFORNIA SOFTWARE CO.LTD.,Active,T ,10.0,INE526B01014,IT Software Products,Equity
532387,,PNC,PRITISH NANDY COMMUNICATIONS LTD.,Active,B ,10.0,INE392B01011,Movies & Entertainment,Equity
532388,,IOB,INDIAN OVERSEAS BANK,Active,A ,10.0,INE565A01014,Banks,Equity
532390,,TAJGVK,TAJGVK HOTELS & RESORTS LTD.,Active,B ,2.0,INE586B01026,Hotels,Equity
532391,,OPTOCIRCUI,OPTO CIRCUITS (INDIA) LTD.,Active,B ,10.0,INE808B01016,Medical Equipment,Equity
532392,,CREATIVEYE,CREATIVE EYE LTD.,Active,T ,5.0,INE230B01021,Movies & Entertainment,Equity
532395,,AXISCADES,AXISCADES Engineering Technologies Ltd,Active,B ,5.0,INE555B01013,BPO/KPO,Equity
532398,,UMESLTD,Usha Martin Education & Solutions Limited,Active,B ,1.0,INE240C01028,IT Software Products,Equity
532400,,BSOFT,Birlasoft Ltd,Active,A ,2.0,INE836A01035,IT Consulting & Software,Equity
532408,,MEGASOFT,MEGASOFT LTD.,Active,T ,10.0,INE933B01012,IT Software Products,Equity
532413,,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD.,Active,B ,10.0,INE345B01019,Computer Hardware,Equity
532416,,NEXTMEDIA,NEXT MEDIAWORKS LTD.,Active,T ,10.0,INE747B01016,Publishing,Equity
532419,,SMARTLINK,Smartlink Holdings Ltd,Active,B ,2.0,INE178C01020,IT Networking Equipment,Equity
532424,,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Active,A ,1.0,INE102D01028,Personal Products,Equity
532430,,BFUTILITIE,BF UTILITIES LTD.-$,Active,B ,5.0,INE243D01012,Electric Utilities,Equity
532432,,UNITDSPR,UNITED SPIRITS LTD.,Active,B ,2.0,INE854D01024,Breweries & Distilleries,Equity
532439,,OLECTRA,Olectra Greentech Ltd,Active,B ,4.0,INE260D01016,Industrial Machinery,Equity
532440,,MPSLTD,MPS LTD.,Active,B ,10.0,INE943D01017,Comm.Printing/Stationery,Equity
532443,,CERA,CERA SANITARYWARE LTD.,Active,A ,5.0,INE739E01017,Furniture-Furnishing-Paints,Equity
532454,,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A ,5.0,INE397D01024,Telecom Services,Equity
532456,,COMPUAGE,COMPUAGE INFOCOM LTD.,Active,B ,2.0,INE070C01037,Storage Media & Peripherals,Equity
532457,,GULPOLY,GULSHAN POLYOLS LTD.,Active,B ,1.0,INE255D01024,Commodity Chemicals,Equity
532460,,PONNIERODE,PONNI SUGARS (ERODE) LTD.,Active,B ,10.0,INE838E01017,Sugar,Equity
532461,,PNB,PUNJAB NATIONAL BANK,Active,A ,2.0,INE160A01022,Banks,Equity
532466,,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Active,A ,5.0,INE881D01027,IT Consulting & Software,Equity
532475,,APTECHT,APTECH LTD.,Active,B ,10.0,INE266F01018,IT Training Services,Equity
532477,,UNIONBANK,UNION BANK OF INDIA,Active,A ,10.0,INE692A01016,Banks,Equity
532478,,UBL,UNITED BREWERIES LTD.-$,Active,A ,1.0,INE686F01025,Breweries & Distilleries,Equity
532479,,ISMTLTD,ISMT LTD.,Active,T ,5.0,INE732F01019,Iron & Steel/Interm.Products,Equity
532481,,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LTD.,Active,B ,10.0,INE781B01015,Roads & Highways,Equity
532482,,GRANULES,GRANULES INDIA LTD.-$,Active,A ,1.0,INE101D01020,Pharmaceuticals,Equity
532483,,CANBK,CANARA BANK,Active,A ,10.0,INE476A01014,Banks,Equity
532486,,POKARNA,POKARNA LTD.,Active,B ,2.0,INE637C01025,Construction Materials,Equity
532488,,DIVISLAB,DIVI&#39;S LABORATORIES LTD.,Active,A ,2.0,INE361B01024,Pharmaceuticals,Equity
532493,,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,B ,2.0,INE386C01029,Defence,Equity
532497,,RADICO,RADICO KHAITAN LTD.,Active,A ,2.0,INE944F01028,Breweries & Distilleries,Equity
532498,,SHRIRAMCIT,SHRIRAM CITY UNION FINANCE LTD.,Active,A ,10.0,INE722A01011,Finance (including NBFCs),Equity
532500,,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A ,5.0,INE585B01010,Cars & Utility Vehicles,Equity
532504,,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2.0,INE048G01026,Commodity Chemicals,Equity
532505,,UCOBANK,UCO BANK,Active,A ,10.0,INE691A01018,Banks,Equity
532507,,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,Active,B ,2.0,INE116D01028,Broadcasting & Cable TV,Equity
532508,,JSL,JINDAL STAINLESS LTD.,Active,A ,2.0,INE220G01021,Iron & Steel/Interm.Products,Equity
532509,,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Active,A ,1.0,INE399C01030,Auto Parts & Equipment,Equity
532513,,TVSELECT,TVS ELECTRONICS LTD.,Active,B ,10.0,INE236G01019,Storage Media & Peripherals,Equity
532514,,IGL,INDRAPRASTHA GAS LTD.,Active,A ,2.0,INE203G01027,Utilities:Non-Elec.,Equity
532515,,TVTODAY,TV TODAY NETWORK LTD.,Active,A ,5.0,INE038F01029,Broadcasting & Cable TV,Equity
532521,,PALRED,Palred Technologies Limited,Active,T ,10.0,INE218G01033,IT Software Products,Equity
532522,,PETRONET,PETRONET LNG LTD.,Active,A ,10.0,INE347G01014,Oil Marketing & Distribution,Equity
532523,,BIOCON,BIOCON LTD.,Active,A ,5.0,INE376G01013,Biotechnology,Equity
532524,,PTC,PTC INDIA LTD.,Active,A ,10.0,INE877F01012,Electric Utilities,Equity
532525,,MAHABANK,BANK OF MAHARASHTRA,Active,A ,10.0,INE457A01014,Banks,Equity
532527,,RKFORGE*,RAMKRISHNA FORGINGS LTD.,Active,B ,10.0,INE399G01015,Other Industrial Products,Equity
532528,,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,Active,B ,5.0,INE365B01017,IT Software Products,Equity
532529,,NDTV,NEW DELHI TELEVISION LTD.,Active,B ,4.0,INE155G01029,Broadcasting & Cable TV,Equity
532531,,STAR,Strides Pharma Science Ltd,Active,A ,10.0,INE939A01011,Pharmaceuticals,Equity
532532,,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,Active,B ,2.0,INE455F01025,Construction & Engineering,Equity
532538,,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A ,10.0,INE481G01011,Cement & Cement Products,Equity
532539,,MINDAIND,MINDA INDUSTRIES LTD.-$,Active,A ,2.0,INE405E01023,Auto Parts & Equipment,Equity
532540,,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A ,1.0,INE467B01029,IT Consulting & Software,Equity
532541,,COFORGE,Coforge Ltd,Active,A ,10.0,INE591G01017,IT Consulting & Software,Equity
532543,,GULFPETRO,GP Petroleums Limited,Active,B ,5.0,INE586G01017,Oil Marketing & Distribution,Equity
532548,,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A ,1.0,INE348B01021,Forest Products,Equity
532553,,WELENT,Welspun Enterprises Ltd,Active,B ,10.0,INE625G01013,Construction & Engineering,Equity
532555,,NTPC,NTPC LTD.,Active,A ,10.0,INE733E01010,Electric Utilities,Equity
532604,,SALSTEEL,S.A.L.STEEL LTD.,Active,B ,10.0,INE658G01014,Iron & Steel/Interm.Products,Equity
532605,,JBMA,JBM AUTO LTD.,Active,B ,5.0,INE927D01028,Auto Parts & Equipment,Equity
532610,,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Active,B ,1.0,INE366A01041,Sugar,Equity
532612,,INDOCO,INDOCO REMEDIES LTD.,Active,B ,2.0,INE873D01024,Pharmaceuticals,Equity
532613,,VIPCLOTHNG,VIP Clothing Ltd,Active,B ,2.0,INE450G01024,Comm.Trading  & Distribution,Equity
532614,,IMPEXFERRO,IMPEX FERRO TECH LTD.,Active,T ,10.0,INE691G01015,Iron & Steel/Interm.Products,Equity
532616,,XCHANGING,XCHANGING SOLUTIONS LTD.,Active,B ,10.0,INE692G01013,BPO/KPO,Equity
532617,,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Active,Z ,10.0,INE802G01018,Airlines,Equity
532621,,MORARJEE,MORARJEE TEXTILES LTD.,Active,B ,7.0,INE161G01027,Textiles,Equity
532622,,GDL,GATEWAY DISTRIPARKS LTD.,Active,A ,10.0,INE852F01015,Transportation - Logistics,Equity
532624,,JINDALPHOT,JINDAL PHOTO LTD.,Active,B ,10.0,INE796G01012,Photographic Products,Equity
532627,,JPPOWER,Jaiprakash Power Ventures Limited,Active,B ,10.0,INE351F01018,Electric Utilities,Equity
532628,,3IINFOTECH,3I INFOTECH LTD.,Active,B ,10.0,INE748C01020,IT Consulting & Software,Equity
532629,,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.,Active,T ,10.0,INE748A01016,Construction & Engineering,Equity
532630,,GOKEX,GOKALDAS EXPORTS LTD.,Active,B ,5.0,INE887G01027,Other Apparels & Accessories,Equity
532633,,ALLSEC,ALLSEC TECHNOLOGIES LTD.,Active,B ,10.0,INE835G01018,BPO/KPO,Equity
532636,,IIFL,IIFL Finance Ltd,Active,A ,2.0,INE530B01024,Other Financial Services,Equity
532637,,MANGALAM,MANGALAM DRUGS & ORGANICS LTD.,Active,B ,10.0,INE584F01014,Pharmaceuticals,Equity
532638,,SHOPERSTOP,SHOPPERS STOP LTD.,Active,A ,5.0,INE498B01024,Department Stores,Equity
532641,,NDL,Nandan Denim Limited,Active,T ,10.0,INE875G01030,Textiles,Equity
532642,,JSWHL,JSW Holdings Limited,Active,B ,10.0,INE824G01012,Holding Companies,Equity
532644,,JKCEMENT,J.K.CEMENT LTD.,Active,A ,10.0,INE823G01014,Cement & Cement Products,Equity
532646,,UNIPLY,UNIPLY INDUSTRIES LTD.,Active,Z ,2.0,INE950G01023,Forest Products,Equity
532648,,YESBANK,YES BANK LTD.,Active,A ,2.0,INE528G01035,Banks,Equity
532649,,NECLIFE,NECTAR LIFESCIENCES LTD.,Active,B ,1.0,INE023H01027,Pharmaceuticals,Equity
532650,,MSPL,MSP STEEL & POWER LTD.,Active,B ,10.0,INE752G01015,Iron & Steel Products,Equity
532651,,SPLIL,SPL INDUSTRIES LTD.,Active,B ,10.0,INE978G01016,Other Apparels & Accessories,Equity
532652,,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.0,INE614B01018,Banks,Equity
532654,,MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,Active,T ,5.0,INE942G01012,Tea & Coffee,Equity
532659,,IDFC,IDFC LIMITED,Active,A ,10.0,INE043D01016,Finance (including NBFCs),Equity
532660,,VIVIMEDLAB,VIVIMED LABS LTD.,Active,B ,2.0,INE526G01021,Pharmaceuticals,Equity
532661,,RML,RANE (MADRAS) LTD.,Active,B ,10.0,INE050H01012,Auto Parts & Equipment,Equity
532662,,HTMEDIA,HT MEDIA LTD.,Active,T ,2.0,INE501G01024,Publishing,Equity
532663,,SASKEN,Sasken Technologies Ltd,Active,B ,10.0,INE231F01020,IT Consulting & Software,Equity
532666,,FCSSOFT,FCS SOFTWARE SOLUTIONS LTD.,Active,B ,1.0,INE512B01022,IT Consulting & Software,Equity
532667,,SUZLON,SUZLON ENERGY LTD.,Active,A ,2.0,INE040H01021,Heavy Electrical Equipment,Equity
532668,,AURIONPRO,AURIONPRO SOLUTIONS LTD.,Active,B ,10.0,INE132H01018,IT Software Products,Equity
532670,,RENUKA,SHREE RENUKA SUGARS LTD.,Active,B ,1.0,INE087H01022,Sugar,Equity
532673,,KMSUGAR,K.M.SUGAR MILLS LTD.,Active,B ,2.0,INE157H01023,Sugar,Equity
532674,,BASML,BANNARI AMMAN SPINNING MILLS LTD.,Active,B ,10.0,INE186H01014,Textiles,Equity
532678,,BRFL,BOMBAY RAYON FASHIONS LTD.,Active,T ,10.0,INE589G01011,Textiles,Equity
532679,,SORILINFRA,SORIL Infra Resources Ltd,Active,B ,10.0,INE034H01016,Diversified,Equity
532683,,AIAENG,AIA ENGINEERING LTD.,Active,A ,2.0,INE212H01026,Other Industrial Goods,Equity
532684,,EKC,EVEREST KANTO CYLINDER LTD.,Active,T ,2.0,INE184H01027,Other Industrial Products,Equity
532686,,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,Active,T ,10.0,INE202H01019,Transport Related Services,Equity
532687,,REPRO,REPRO INDIA LTD.,Active,B ,10.0,INE461B01014,Comm.Printing/Stationery,Equity
532689,,PVR,PVR LTD.,Active,A ,10.0,INE191H01014,Specialty Retail,Equity
532690,,RAMSARUP,RAMSARUP INDUSTRIES LTD.,Active,Z ,10.0,INE005D01015,Iron & Steel/Interm.Products,Equity
532692,,RMCL,RADHA MADHAV CORPORATION LTD.,Active,T ,10.0,INE172H01014,Containers & Packaging,Equity
532693,,PUNJLLOYD,PUNJ LLOYD LTD.,Active,Z ,2.0,INE701B01021,Construction & Engineering,Equity
532694,,BARTRONICS,BARTRONICS INDIA LTD.,Active,Z ,10.0,INE855F01034,Misc.Commercial Services,Equity
532695,,CELEBRITY,CELEBRITY FASHIONS LTD.,Active,B ,10.0,INE185H01016,Other Apparels & Accessories,Equity
532696,,EDUCOMP,EDUCOMP SOLUTIONS LTD.,Active,Z ,2.0,INE216H01027,Education,Equity
532698,,NITINSPIN,NITIN SPINNERS LTD.,Active,B ,10.0,INE229H01012,Textiles,Equity
532699,,ROHLTD,ROYAL ORCHID HOTELS LTD.,Active,T ,10.0,INE283H01019,Hotels,Equity
532700,,ENIL,ENTERTAINMENT NETWORK (INDIA) LTD.,Active,B ,10.0,INE265F01028,Broadcasting & Cable TV,Equity
532702,,GSPL,GUJARAT STATE PETRONET LTD.,Active,A ,10.0,INE246F01010,Utilities:Non-Elec.,Equity
532705,,JAGRAN,JAGRAN PRAKASHAN LTD.,Active,A ,2.0,INE199G01027,Publishing,Equity
532706,,INOXLEISUR,INOX LEISURE LTD.,Active,A ,10.0,INE312H01016,Specialty Retail,Equity
532707,,DYNPRO,DYNEMIC PRODUCTS LTD.,Active,B ,10.0,INE256H01015,Specialty Chemicals,Equity
532708,,GVKPIL,GVK POWER & INFRASTRUCTURE LTD.,Active,B ,1.0,INE251H01024,Electric Utilities,Equity
532710,,SADBHAV,SADBHAV ENGINEERING LTD.,Active,A ,1.0,INE226H01026,Construction & Engineering,Equity
532712,,RCOM,RELIANCE COMMUNICATIONS LTD.,Active,T ,5.0,INE330H01018,Telecom Services,Equity
532713,,SAKUMA,SAKUMA EXPORTS LTD.,Active,B ,1.0,INE190H01024,Comm.Trading  & Distribution,Equity
532714,,KEC,KEC INTERNATIONAL LTD.,Active,A ,2.0,INE389H01022,Heavy Electrical Equipment,Equity
532716,,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.,Active,B ,10.0,INE047B01011,Diversified,Equity
532717,,INDOTECH,INDO TECH TRANSFORMERS LTD.,Active,B ,10.0,INE332H01014,Heavy Electrical Equipment,Equity
532719,,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Active,T ,1.0,INE350H01032,Realty,Equity
532720,,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Active,A ,2.0,INE774D01024,Finance (including NBFCs),Equity
532721,,VISASTEEL,VISA STEEL LTD.,Active,T ,10.0,INE286H01012,Iron & Steel/Interm.Products,Equity
532722,,NITCO,NITCO LTD.,Active,B ,10.0,INE858F01012,Furniture-Furnishing-Paints,Equity
532725,,SOLARINDS,SOLAR INDUSTRIES INDIA LTD.,Active,A ,2.0,INE343H01029,Specialty Chemicals,Equity
532726,,GALLANTT,GALLANTT METAL LTD.,Active,B ,10.0,INE297H01019,Iron & Steel/Interm.Products,Equity
532728,,MALUPAPER,MALU PAPER MILLS LTD.,Active,B ,10.0,INE383H01017,Paper & Paper Products,Equity
532729,,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,Active,B ,10.0,INE786F01031,Sugar,Equity
532730,,SGL,STL GLOBAL LTD.,Active,B ,10.0,INE353H01010,Textiles,Equity
532731,,ROHITFERRO,ROHIT FERRO-TECH LTD.,Active,T ,10.0,INE248H01012,Iron & Steel/Interm.Products,Equity
532732,,KKCL,KEWAL KIRAN CLOTHING LTD.,Active,B ,10.0,INE401H01017,Other Apparels & Accessories,Equity
532733,,SUNTV,SUN TV NETWORK LTD.,Active,A ,5.0,INE424H01027,Broadcasting & Cable TV,Equity
532734,,GPIL,GODAWARI POWER & ISPAT LTD.,Active,B ,10.0,INE177H01013,Iron & Steel/Interm.Products,Equity
532735,,RSYSTEMINT,R Systems International Limited,Active,B ,1.0,INE411H01032,IT Consulting & Software,Equity
532737,,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Active,B ,10.0,INE296H01011,Other Financial Services,Equity
532738,,TANTIACONS,TANTIA CONSTRUCTIONS LTD.,Active,T ,10.0,INE388G01018,Construction & Engineering,Equity
532740,,LOKESHMACH,LOKESH MACHINES LTD.,Active,B ,10.0,INE397H01017,Industrial Machinery,Equity
532741,,KAMDHENU,Kamdhenu Ltd,Active,B ,10.0,INE390H01012,Iron & Steel/Interm.Products,Equity
532744,,GTNTEX,GTN TEXTILES LTD.,Active,B ,10.0,INE302H01017,Textiles,Equity
532746,,UNITY,UNITY INFRAPROJECTS LTD.,Active,Z ,2.0,INE466H01028,Construction & Engineering,Equity
532748,,PFOCUS,PRIME FOCUS LTD.,Active,B ,1.0,INE367G01038,Movies & Entertainment,Equity
532749,,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,A ,2.0,INE418H01029,Transportation - Logistics,Equity
532751,,EASUNREYRL,EASUN REYROLLE LTD.,Active,Z ,2.0,INE268C01029,Other Elect.Equip./ Prod.,Equity
532754,,GMRINFRA,GMR INFRASTRUCTURE LTD.,Active,A ,1.0,INE776C01039,Airport Services,Equity
532755,,TECHM,TECH MAHINDRA LTD.,Active,A ,5.0,INE669C01036,IT Consulting & Software,Equity
532756,,MAHINDCIE,Mahindra CIE Automotive Limited,Active,A ,10.0,INE536H01010,Other Industrial Products,Equity
532757,,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Active,B ,10.0,INE540H01012,Heavy Electrical Equipment,Equity
532759,,ATLANTA,ATLANTA LTD.,Active,B ,2.0,INE285H01022,Construction & Engineering,Equity
532760,,DEEPENR,Deep Energy Resources Ltd,Active,B ,10.0,INE677H01012,Integrated Oil & Gas,Equity
532761,,HOVS,HOV SERVICES LTD.,Active,B ,10.0,INE596H01014,BPO/KPO,Equity
532762,,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Active,B ,2.0,INE731H01025,Transport Related Services,Equity
532764,,GEECEE,GeeCee Ventures Limited,Active,B ,10.0,INE916G01016,Realty,Equity
